Entity_ID,Customer,Destination,Category,Week +1_Vol,Week +1_Wt,Week +2_Vol,Week +2_Wt,Week +3_Vol,Week +3_Wt,Week +4_Vol,Week +4_Wt
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类8_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_87","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PHONE SCREEN PROTECTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_82","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,MOTORCYCLE PARTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_80","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,TIMER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_7999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类7_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shipany Limited_SG_41,Shipany Limited,SG,RUFFLED TIE-FRONT MIDI DRESS - NAVY类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shipany Limited_SG_2999,Shipany Limited,SG,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shipany Limited_MY_40,Shipany Limited,MY,LILY NIPPLE COVERS - LIGHT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._TW_83,Shenzhen Takesend Logistics Co. Ltd.,TW,ORAL LIQUID类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._SG_52,Shenzhen Takesend Logistics Co. Ltd.,SG,BICYCLE FRAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._SG_352,Shenzhen Takesend Logistics Co. Ltd.,SG,TOY类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._SG_1999,Shenzhen Takesend Logistics Co. Ltd.,SG,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._SG_18999,Shenzhen Takesend Logistics Co. Ltd.,SG,L1大类18_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Shenzhen Takesend Logistics Co. Ltd._SA_380,Shenzhen Takesend Logistics Co. Ltd.,SA,HOME DECORATION类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_JO_285","Yanwen Logistics Co., Ltd. Shenzhen Branch",JO,FOUNDATION STICK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IT_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",IT,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IT_211","Yanwen Logistics Co., Ltd. Shenzhen Branch",IT,RESISTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IT_209","Yanwen Logistics Co., Ltd. Shenzhen Branch",IT,CHARGER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IT_110","Yanwen Logistics Co., Ltd. Shenzhen Branch",IT,NAIL CLIPPERS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IS_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",IS,L1大类8_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IS_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",IS,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._PH_334,Shenzhen Takesend Logistics Co. Ltd.,PH,PRINTER DRUM RACK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_7999,Shenzhen Takesend Logistics Co. Ltd.,NZ,L1大类7_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_59,Shenzhen Takesend Logistics Co. Ltd.,NZ,OMEGA MILK THISTLE GUM PILLS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_374,Shenzhen Takesend Logistics Co. Ltd.,NZ,CERAMIC PLATE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_31,Shenzhen Takesend Logistics Co. Ltd.,NZ,BH FRESH GUM; CARD; JG FRESH TABLETS; RX FRESH TABLETS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_30,Shenzhen Takesend Logistics Co. Ltd.,NZ,BH FRESH GUM; BH FRESH GUM UPGRADED VERSION类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_23,Shenzhen Takesend Logistics Co. Ltd.,NZ,CARD; CARD; CARD; FRESH GUM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_19999,Shenzhen Takesend Logistics Co. Ltd.,NZ,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_1999,Shenzhen Takesend Logistics Co. Ltd.,NZ,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_306","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,DRESS FOR WOMEN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_208","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,CHARGING STAND类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_202","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,SHOES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_200","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,GARDEN LAMP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_194","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,HEADSET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shipany Limited_SG_484,Shipany Limited,SG,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_131","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,AIR CUSHION FOUNDATION类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KZ_239","Yanwen Logistics Co., Ltd. Shenzhen Branch",KZ,EARRING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KZ_217","Yanwen Logistics Co., Ltd. Shenzhen Branch",KZ,RING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KY_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",KY,KIDS PAINTING KIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_7999","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,L1大类7_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_439","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,ALLOY CAR MODEL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,SPEAKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_KW_338","Yanwen Logistics Co., Ltd. Shenzhen Branch",KW,STAINLESS STEEL BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_18,Shenzhen Takesend Logistics Co. Ltd.,NZ,BH FRESH TABLETS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._NZ_16,Shenzhen Takesend Logistics Co. Ltd.,NZ,BH FRESH GUM; CARD; CARD; NURSING INSTRUCTION CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._ID_376,Shenzhen Takesend Logistics Co. Ltd.,ID,PARTY DECORATION类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._DE_298,Shenzhen Takesend Logistics Co. Ltd.,DE,ARTIFICIAL PLASTIC FLOWER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._CH_52,Shenzhen Takesend Logistics Co. Ltd.,CH,BICYCLE FRAME类,0.0,0.0,0.0,0.0,1.0,2.59,0.0,0.0
Shenzhen Takesend Logistics Co. Ltd._PK_1999,Shenzhen Takesend Logistics Co. Ltd.,PK,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MD_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",MD,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MD_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",MD,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MA_361","Yanwen Logistics Co., Ltd. Shenzhen Branch",MA,BLACK MOISTURIZING EYE CREAM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LV_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",LV,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LT_87","Yanwen Logistics Co., Ltd. Shenzhen Branch",LT,PHONE SCREEN PROTECTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LT_433","Yanwen Logistics Co., Ltd. Shenzhen Branch",LT,INTEGRATED CIRCUIT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LT_367","Yanwen Logistics Co., Ltd. Shenzhen Branch",LT,SPEAKER PARTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LT_300","Yanwen Logistics Co., Ltd. Shenzhen Branch",LT,CASES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LT_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",LT,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_84","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,SOCKS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,HAIR TRIMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_274","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,NECK MASSAGER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_217","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,RING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_LI_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",LI,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_311,SINGPOST CAINIAO,HK,WOMEN'S KNITTED POLYESTER DRESS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_285,SINGPOST CAINIAO,HK,FOUNDATION STICK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_156,SINGPOST CAINIAO,HK,WATCH STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_153,SINGPOST CAINIAO,HK,WATCHBAND类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_119,SINGPOST CAINIAO,HK,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_118,SINGPOST CAINIAO,HK,SMARTPHONES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motion Global Limited_PH_290,Motion Global Limited,PH,EYEWEAR类,0.0,0.0,0.0,0.0,2.0,0.69,0.0,0.0
Motion Global Limited_PH_127,Motion Global Limited,PH,PLASTIC OPTICAL FRAME类,0.0,0.0,1.0,0.3,2.0,0.6,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ME_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ME,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ME_346","Yanwen Logistics Co., Ltd. Shenzhen Branch",ME,PLASTIC BOX类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MD_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MD,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MD_405","Yanwen Logistics Co., Ltd. Shenzhen Branch",MD,3D MOSAIC MODEL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MD_346","Yanwen Logistics Co., Ltd. Shenzhen Branch",MD,PLASTIC BOX类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MD_311","Yanwen Logistics Co., Ltd. Shenzhen Branch",MD,WOMEN'S KNITTED POLYESTER DRESS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MD_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MD,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MD_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MD,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,L1大类17_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_156","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,WATCH STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_145","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,LENS CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_138","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,REMOTE CONTROL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_392","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,BEAUTY CREAM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_358","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,STICKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_336","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,ESSENTIAL OIL SOAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_282","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,SHAMPOO类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MQ_274","Yanwen Logistics Co., Ltd. Shenzhen Branch",MQ,NECK MASSAGER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sa Sa Dot Com Limited_CA_394,Sa Sa Dot Com Limited,CA,SKIN CARE类,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43
SINGPOST CAINIAO_HK_8999,SINGPOST CAINIAO,HK,L1大类8_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_80,SINGPOST CAINIAO,HK,TIMER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_484,SINGPOST CAINIAO,HK,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINGPOST CAINIAO_HK_430,SINGPOST CAINIAO,HK,SEALING STRIP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_999,LHT Express (HK) Company Limited,TW,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_91,LHT Express (HK) Company Limited,TW,FISHING GEAR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_8999,LHT Express (HK) Company Limited,TW,L1大类8_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_6999,LHT Express (HK) Company Limited,TW,L1大类6_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_52,LHT Express (HK) Company Limited,TW,BICYCLE FRAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_494,LHT Express (HK) Company Limited,TW,CAR ACCESSORIES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_487,LHT Express (HK) Company Limited,TW,CABLE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_484,LHT Express (HK) Company Limited,TW,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_477,LHT Express (HK) Company Limited,TW,CONNECTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_474,LHT Express (HK) Company Limited,TW,T-SHIRT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_433,LHT Express (HK) Company Limited,TW,INTEGRATED CIRCUIT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_417,LHT Express (HK) Company Limited,TW,ACCESSORIES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_406,LHT Express (HK) Company Limited,TW,DEMO BOARD ACCESSORIES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_391,LHT Express (HK) Company Limited,TW,PARTS & ACCS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_358,LHT Express (HK) Company Limited,TW,STICKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_258","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,CARE PATCH类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_509","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_465","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,ADAPTER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_367","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,SPEAKER PARTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_211","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,RESISTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_153","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,WATCHBAND类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_138","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,REMOTE CONTROL类,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.04
"Yanwen Logistics Co., Ltd. Shenzhen Branch_NO_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",NO,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MY_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",MY,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_433","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,INTEGRATED CIRCUIT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,SPEAKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_361","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,BLACK MOISTURIZING EYE CREAM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,HAIR TRIMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_MU_271","Yanwen Logistics Co., Ltd. Shenzhen Branch",MU,EARRINGS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_2999,LHT Express (HK) Company Limited,TW,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_286,LHT Express (HK) Company Limited,TW,HAIR TRIMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_28,LHT Express (HK) Company Limited,TW,GLOVES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_276,LHT Express (HK) Company Limited,TW,ACTION FIGURE TOYS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_247,LHT Express (HK) Company Limited,TW,CAR STICKER EMBLEM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_240,LHT Express (HK) Company Limited,TW,LCD SCREEN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHT Express (HK) Company Limited_TW_237,LHT Express (HK) Company Limited,TW,PANTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
